<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20190506,150900,380.6100000,380.6100000,380.6100000,380.6100000,1
20190506,151300,380.6600000,380.6600000,380.6600000,380.6600000,1
20190506,151600,380.7100000,380.7100000,380.7100000,380.7100000,1
20190506,152200,380.7600000,380.7600000,380.7600000,380.7600000,1
20190506,152300,380.3000000,380.3000000,380.3000000,380.3000000,1
20190506,152400,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,153500,380.1000000,380.1000000,380.1000000,380.1000000,1
20190506,153600,380.7600000,380.7600000,380.1000000,380.1000000,2
20190506,153700,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,154100,380.7600000,380.7600000,380.7600000,380.7600000,1
20190506,154800,380.5000000,380.5000000,380.5000000,380.5000000,1
20190506,155900,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,160300,380.3000000,380.3000000,380.3000000,380.3000000,1
20190506,160600,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,162500,380.1000000,380.1000000,380.1000000,380.1000000,1
20190506,162600,380.7600000,380.7600000,380.7600000,380.7600000,1
20190506,165100,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,172100,380.4000000,380.4000000,380.4000000,380.4000000,2
20190506,172600,380.7600000,380.7600000,380.7600000,380.7600000,1
20190506,180500,380.7600000,380.7600000,380.7600000,380.7600000,1
20190506,182300,380.3000000,380.3000000,380.3000000,380.3000000,1
20190506,182400,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,183400,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,183700,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,184800,380.5000000,380.5000000,380.5000000,380.5000000,1
20190506,185900,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,190000,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,190100,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,190300,380.3000000,380.3000000,380.3000000,380.3000000,1
20190506,190600,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,192800,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,195100,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,202100,380.4000000,380.4000000,380.4000000,380.4000000,2
20190506,202500,380.4000000,380.4000000,380.4000000,380.4000000,2
20190506,205200,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,205300,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,205900,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,213400,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,220000,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,220100,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,222800,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,232000,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,232500,380.4000000,380.4000000,380.4000000,380.4000000,2
20190506,235200,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,235300,380.4000000,380.4000000,380.4000000,380.4000000,1
20190506,235900,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,000100,380.6000000,380.6000000,380.6000000,380.6000000,1
20190507,002100,380.6000000,380.6000000,380.6000000,380.6000000,1
20190507,005400,380.6000000,380.6000000,380.6000000,380.6000000,1
20190507,010000,380.6000000,380.6000000,380.6000000,380.6000000,0
20190507,022000,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,024500,380.6000000,380.6000000,380.6000000,380.6000000,1
20190507,030100,380.6000000,380.6000000,380.6000000,380.6000000,1
20190507,032100,380.6000000,380.6000000,380.6000000,380.6000000,1
20190507,035400,380.6000000,380.6000000,380.6000000,380.6000000,1
20190507,054600,380.6000000,380.6000000,380.6000000,380.6000000,1
20190507,140100,380.6000000,380.6000000,380.6000000,380.6000000,2
20190507,145500,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,150300,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,160400,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,162400,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,164500,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,164900,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,170100,380.6000000,380.6000000,380.6000000,380.6000000,2
20190507,175500,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,180300,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,183400,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,190400,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,190600,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,192400,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,192600,380.4000000,380.4000000,380.4000000,380.4000000,2
20190507,193100,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,194500,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,194900,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,211200,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,213400,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,220600,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,222600,380.4000000,380.4000000,380.4000000,380.4000000,2
20190507,223100,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,223900,380.4000000,380.4000000,380.4000000,380.4000000,1
20190507,225700,380.4000000,380.4000000,380.4000000,380.4000000,1
20190508,000100,380.6000000,380.6000000,380.6000000,380.6000000,1
20190508,001200,380.4000000,380.4000000,380.4000000,380.4000000,1
20190508,003100,380.6000000,380.6000000,380.6000000,380.6000000,1
